ruta,mes,impresiones
/2012/02/¿que-debemos-saber-del-fatca/,2026-04,0.0
/2012/03/hector-rizek-es-el-personaje-economico-del-ano,2026-07,0.0
/2012/04/worldwide-seguros-lanza-nuevo-plan-optmum-advance/,2026-04,0.0
/2012/07/50-mejores-empresas-para-trabajar-2012/,2026-01,0.0
/2012/07/50-mejores-empresas-para-trabajar-2012/,2026-07,0.0
/2012/07/el-presidente-interino-de-yahoo-deja-la-compania/,2026-01,0.0
/2020-el-ano-de-elon-musk/,2026-01,0.0
/2024/06/,2026-01,0.0
/2024/06/,2026-04,0.0
/2024/06/,2026-05,0.0
/2024/08/,2026-01,0.0
/2024/08/,2026-02,0.0
/2024/08/,2026-03,0.0
/2024/08/,2026-05,0.0
/2024/09/,2026-01,0.0
/2024/09/,2026-02,0.0
/2024/09/,2026-03,0.0
/2024/09/,2026-04,0.0
/2024/09/,2026-05,0.0
/2024/09/,2026-07,0.0
/2024/10/,2026-01,0.0
/2024/10/,2026-02,0.0
/2024/10/,2026-04,0.0
/2024/10/,2026-07,0.0
/2024/11/,2026-01,0.0
/2024/11/,2026-02,0.0
/2024/11/,2026-03,0.0
/2024/11/,2026-05,0.0
/2024/12/,2026-04,0.0
/2024/12/,2026-05,0.0
/2025/,2026-06,0.0
/2025/01/,2026-01,0.0
/2025/01/,2026-02,0.0
/2025/01/,2026-03,0.0
/2025/01/,2026-04,0.0
/2025/01/,2026-05,0.0
/2025/01/,2026-06,0.0
/2025/01/,2026-07,0.0
/2025/02/,2026-01,0.0
/2025/02/,2026-02,0.0
/2025/02/,2026-03,0.0
/2025/02/,2026-05,0.0
/2025/03/,2026-01,0.0
/2025/03/,2026-02,0.0
/2025/03/,2026-03,0.0
/2025/03/,2026-04,0.0
/2025/03/,2026-05,0.0
/2025/04/,2026-01,0.0
/2025/04/,2026-02,0.0
/2025/04/,2026-03,0.0
/2025/04/,2026-04,0.0
/2025/04/,2026-05,0.0
/2025/04/,2026-06,0.0
/2025/04/,2026-07,0.0
/2025/05/,2026-03,0.0
/2025/05/,2026-05,0.0
/2025/05/,2026-07,0.0
/2025/06/,2026-01,0.0
/2025/06/,2026-02,0.0
/2025/06/,2026-03,0.0
/2025/06/,2026-05,0.0
/2025/07/,2026-02,0.0
/2025/07/,2026-03,0.0
/2025/07/,2026-04,0.0
/2025/07/,2026-05,0.0
/2025/08/,2026-01,0.0
/2025/08/,2026-03,0.0
/2025/08/,2026-04,0.0
/2025/08/,2026-05,0.0
/2025/09/,2026-01,0.0
/2025/09/,2026-02,0.0
/2025/09/,2026-03,0.0
/2025/09/,2026-05,0.0
/2025/10/,2026-01,0.0
/2025/10/,2026-02,0.0
/2025/10/,2026-03,0.0
/2025/10/,2026-04,0.0
/2025/10/,2026-05,0.0
/2025/10/,2026-07,0.0
/2025/11/,2026-01,0.0
/2025/11/,2026-02,0.0
/2025/11/,2026-03,0.0
/2025/11/,2026-04,0.0
/2025/11/,2026-05,0.0
/2025/12/,2026-01,0.0
/2025/12/,2026-02,0.0
/2025/12/,2026-03,0.0
/2025/12/,2026-04,0.0
/2025/12/,2026-05,0.0
/2025/12/,2026-06,0.0
/2026/01/,2026-01,0.0
/2026/01/,2026-02,0.0
/2026/01/,2026-03,0.0
/2026/01/,2026-05,0.0
/2026/01/,2026-07,0.0
/2321705-Marine-Ehrenmal-Ak-Laboe-Probstei-Ostsee-Deutscher-Marinebund-o393776/,2026-01,0.0
/248375-2/,2026-06,0.0
/4-formas-en-que-los-ceos-pueden-construir-firmas-duraderas/,2026-02,0.0
/40-under-40-2019/,2026-01,0.0
/40-under-40-2019/,2026-02,0.0
/40-under-40-2019/,2026-03,0.0
/40-under-40-2019/,2026-04,0.0
/40-under-40-2019/,2026-05,0.0
/40-under-40-2019/,2026-06,0.0
/40-under-40-2019/,2026-07,0.0
/40-under-40-2021/,2026-01,0.0
/40-under-40-2021/,2026-02,0.0
/40-under-40-2021/,2026-03,0.0
/40-under-40-2021/,2026-04,0.0
/40-under-40-2021/,2026-05,0.0
/40-under-40-2021/,2026-06,0.0
/40-under-40-2021/,2026-07,0.0
/40-under-40-2021/,2026-08,5.0
/40-under-40-2022,2026-01,0.0
/40-under-40-2022/,2026-01,44.0
/40-under-40-2022/,2026-02,0.0
/40-under-40-2022/,2026-03,0.0
/40-under-40-2022/,2026-04,0.0
/40-under-40-2022/,2026-05,134.0
/40-under-40-2022/,2026-06,394.0
/40-under-40-2022/,2026-07,270.0
/40-under-40-2022/,2026-08,361.0
/40-under-40-2023/,2026-01,0.0
/40-under-40-2023/,2026-02,0.0
/40-under-40-2023/,2026-03,0.0
/40-under-40-2023/,2026-04,0.0
/40-under-40-2023/,2026-05,0.0
/40-under-40-2023/,2026-06,0.0
/40-under-40-2023/,2026-07,0.0
/40-under-40-2024-sd/,2026-01,166.0
/40-under-40-2024-sd/,2026-02,0.0
/40-under-40-2024-sd/,2026-03,0.0
/40-under-40-2024-sd/,2026-04,0.0
/40-under-40-2024-sd/,2026-05,0.0
/40-under-40-2024-sd/,2026-06,0.0
/40-under-40-2024-sd/,2026-07,0.0
/40-under-40-2024-sd/,2026-08,71.0
/40-under-40-2025-2,2026-07,0.0
/40-under-40-2025-sd/,2026-06,0.0
/40-under-40-2025/,2026-01,253.0
/40-under-40-2025/,2026-02,164.0
/40-under-40-2025/,2026-03,214.0
/40-under-40-2025/,2026-04,162.0
/40-under-40-2025/,2026-05,176.0
/40-under-40-2025/,2026-06,198.0
/40-under-40-2025/,2026-07,344.0
/40-under-40-2025/,2026-08,398.0
/40-under-40-2026,2026-06,0.0
/40-under-40-2026/,2026-06,0.0
/40-under-40-este-2024/,2026-01,0.0
/40-under-40-este-2024/,2026-02,0.0
/40-under-40-este-2024/,2026-03,0.0
/40-under-40-este-2024/,2026-04,0.0
/40-under-40-este-2024/,2026-05,0.0
/40-under-40-este-2024/,2026-06,0.0
/40-under-40-este-2024/,2026-07,0.0
/40-under-40-este-2024/,2026-08,16.0
/40-under-40-exito-de-elaboracion/,2026-01,0.0
/40-under-40-jean-alain-rodriguez-la-clave-de-todo-es-la-perseverancia/,2026-01,0.0
/40-under-40-norte-2024/,2026-01,0.0
/40-under-40-norte-2024/,2026-02,0.0
/40-under-40-norte-2024/,2026-03,0.0
/40-under-40-norte-2024/,2026-04,0.0
/40-under-40-norte-2024/,2026-05,0.0
/40-under-40-norte-2024/,2026-06,0.0
/40-under-40-norte-2024/,2026-07,0.0
/40-under-40-palabras-de-bienvenida-de-dona-patricia-de-moya/,2026-01,0.0
/40-under-40-santo-domingo-2026,2026-07,0.0
/40-under-40-un-ano-mas-conquistando-el-escenario-de-los-negocios/,2026-01,0.0
/404.html,2026-01,0.0
/404.html,2026-02,0.0
/404.html,2026-03,0.0
/404.html,2026-04,0.0
/404.html,2026-05,0.0
/404.html,2026-06,0.0
/404.html,2026-07,0.0
/404/,2026-01,0.0
/404/,2026-02,0.0
/404/,2026-03,0.0
/404/,2026-04,0.0
/404/,2026-05,0.0
/404/,2026-06,0.0
/404/,2026-07,0.0
/40_under_forty/2023/,2026-07,0.0
/40_under_forty/2024-2/,2026-07,0.0
/40_under_forty/2024-norte/,2026-04,0.0
/40_under_forty/2025-2/,2026-07,0.0
/40_under_forty/2025/,2026-07,0.0
/5-formas-de-cerrar-la-brecha-entre-estrategia-y-ejecucion/,2026-01,0.0
/5-motivos-laborales-de-estres-que-puede-aliviar-con-tecnologia/,2026-01,0.0
/5-nuevos-restaurantes-en-santo-domingo-que-marcaron-el/,2026-06,0.0
/5-puntos-basicos-para-que-tu-negocio-sobreviva-al-coronavirus/,2026-02,0.0
/5-tips-para-someter-a-la-obediencia-a-tu-tarjeta-de-credito/,2026-01,0.0
/50-empresarios/ya-esta-disponible-revista-mercado-mayo-2026-50-empresarios-que-le-dan-la-vuelta-a-los-negocios/,2026-05,3.0
/50-good-players-2026/,2026-05,0.0
/50-good-players-2026/,2026-06,0.0
/50-good-players-2026/,2026-07,0.0
/50-good-players-2026/,2026-08,35.0
/50-good-players/,2026-05,0.0
/50-good-players/,2026-06,0.0
/50-good-players/,2026-08,20.0
/50-got-talent-2022-2,2026-06,0.0
/50-got-talent-2022-2/,2026-06,0.0
/50-mujeres-de-poder-y-exito-con-los-pies-en-la-tierra/,2026-01,0.0
/50-talent-2021,2026-04,0.0
/50-talent-2021/,2026-04,0.0
/50-talent-2023/,2026-01,621.0
/50-talent-2023/,2026-02,412.0
/50-talent-2023/,2026-03,0.0
/50-talent-2023/,2026-04,1702.0
/50-talent-2023/,2026-05,0.0
/50-talent-2023/,2026-06,0.0
/50-talent-2023/,2026-07,0.0
/50-talent-2023/,2026-08,210.0
/50-talent-2024/,2026-01,0.0
/50-talent-2024/,2026-02,0.0
/50-talent-2024/,2026-03,0.0
/50-talent-2024/,2026-04,0.0
/50-talent-2024/,2026-05,0.0
/50-talent-2024/,2026-06,0.0
/50-talent-2024/,2026-07,0.0
/50-talent-2024/,2026-08,22.0
/6-estrategias-para-convencer-a-su-jefe-de-dejarlo-trabajar-desde-casa/,2026-02,0.0
/6bWU1039LvJ,2026-02,0.0
/8007-2/,2026-03,0.0
/9841-2/,2026-01,0.0
/9884-2/,2026-02,0.0
/=,2026-03,0.0
/=,2026-05,0.0
/ACTUALIDAD/DINEROLOGY-SE-ALZA-CON-EL-PREMIO-BRONCE-EN-LOS-EFFIE-AWARDS-RD-2023-EN-LA-APASIONANTE-CATEGORIA-DE-ENGAGED-COMMUNITY/,2026-04,0.0
/ACTUALIDAD/DINEROLOGY-SE-ALZA-CONEL-PREMIO-BRONCE-EN-LOS-EFFIE-AWARDS-RD-2023-EN-LA-APASIONANTECATEGORIA-DE-ENGAGED-COMMUNITY,2026-03,0.0
/Category/SW50ZXJuYW,2026-06,0.0
/Category/SW50ZXJuYW/,2026-06,0.0
/EMPRESAS/LA-HISTORIA-DE-AMAZON-UNA-COMPANIA-MULTIMILLONARIA-QUE-INICIO-EN-UN-GARAJE/,2026-06,0.0
/EVENT-DETAIL/MERCADO-AUTOSHOW/,2026-07,0.0
/Empresas/danilo-ginebra-nuevo-ceo-de-altice-dominicana,2026-03,0.0
/FIFA-World-Cup-2026,2026-06,0.0
/Fic550uBsA6,2026-02,0.0
/Generations/,2026-05,0.0
/LARIMARCITY,2026-03,0.0
/LARIMARCT,2026-03,0.0
/LARIMARCTY,2026-03,0.0
/REVISTAS/,2026-05,0.0
/Save-The-Date-Meditalk-Summit-2026,2026-04,0.0
/TECHNOLOGY/ARTIFICIAL-INTELLIGENCE/FRACASO-DE-LA-IA-OXFORD-ECONOMICS-ADVIERTE-QUE-AUN-NO-IMPULSA-LA-PRODUCTIVIDAD-GLOBAL/,2026-05,0.0
/a-10-anos-de-la-crisis-que-hizo-colapsar-la-economia-mundial/,2026-03,0.0
/a-donde-ira-el-dinero-del-estado-en-2020/,2026-03,0.0
/a-dos-anos-de-su-nacimiento-el-brexit-podria-tomar-otro-rumbo/,2026-03,0.0
/a-la-conquista-del-comercio-en-america-latina-y-el-caribe/,2026-01,0.0
/a-la-deriva-caen-las-acciones-de-estados-unidos-por-tensiones-con-iran/,2026-01,0.0
/a-los-millennials-de-eeuu-les-cuesta-mas-irse-de-sus-casas,2026-06,0.0
/a-pesar-de-acuerdo-con-sec-musk-tuitea-otro-pronostico-de-tesla/,2026-01,0.0
/abogados-de-maduro-se-oponen-a-guaido-aumenta-la-tension-legal/,2026-03,0.0
/about,2026-07,0.0
/about/,2026-01,0.0
/about/,2026-02,0.0
/about/,2026-03,0.0
/about/,2026-04,0.0
/about/,2026-05,0.0
/about/,2026-06,0.0
/about/,2026-07,0.0
/about/privacy,2026-02,0.0
/abriran-expediente-al-barca-y-a-griezmann-exigen-pago-de-200-millones-de-euros/,2026-02,0.0
/acciones-de-beyond-meat-suben-tras-anunciar-su-asociacion-con-subway/,2026-04,0.0
/acciones-de-ee-uu-caen-ante-dominante-volatilidad-de-la-semana/,2026-04,0.0
/acciones-de-ferrari-aumentan-por-primer-puesto-en-formula-1/,2026-01,0.0
/acciones-de-tesla-apuntan-a-una-baja-tras-incendio-de-vehiculo-en-shanghai/,2026-01,0.0
/acciones-suben-este-viernes-ante-moderadas-expectativas-de-pacto-comercial/,2026-04,0.0
/acciones-suben-tras-eeuu-dar-plazo-de-tres-meses-para-imponer-sanciones-a-huawei,2026-05,0.0
/account/login,2026-07,0.0
/account/login.php,2026-07,0.0
/account/login/,2026-07,0.0
/account/register,2026-05,0.0
/acerca-de-nosotros,2026-07,0.0
/acofave-ventas-de-vehiculos-usados-provocan-fraudes-y-burlar-al-fisco/,2026-01,0.0
/actividad-economica-de-chile-crece-un-19-en-marzo/,2026-01,0.0
/actividad-economica-de-panama-crece-un-341-entre-enero-y-marzo-de-2019/,2026-01,0.0
/actividad-economica-de-panama-crece-un-341-entre-enero-y-marzo-de-2019/,2026-04,0.0
/actividad-economica-de-rd-alcanza-crecimiento-de-4-8-en-agosto-2019/,2026-01,0.0
/actividades-del-fin-de-semana-del-dia-de-las-madres/,2026-03,0.0
/activision-otorga-millonario-bono-a-su-nuevo-cfo-dennis-durkin/,2026-03,0.0
/activos-argentinos-continuan-en-picada-tras-elecciones-presidenciales/,2026-01,0.0
/activos-de-coopnazonaf-aumentan-un-34-establecen-record-nacional-de-crecimiento/,2026-02,0.0
/actor-comico-es-el-nuevo-presidente-de-ucrania/,2026-02,0.0
/actualidad /paises-mas-seguros-de-latinoamerica -para-viajar-segun-eeuu/,2026-01,0.0
/actualidad/,2026-03,0.0
/actualidad/,2026-05,0.0
/actualidad/,2026-06,0.0
/actualidad/,2026-07,0.0
/actualidad/10-alimentos-que-nunca-debes-meter-en-la-freidora-de-aire-pueden-danarla/,2026-04,0.0
/actualidad/10-alimentos-que-nunca-debes-meter-en-la-freidora-de-aire-pueden-danarla/,2026-05,0.0
/actualidad/10-alimentos-que-nunca-debes-meter-en-la-freidora-de-aire-pueden-danarla/,2026-06,0.0
/actualidad/10-alimentos-que-nunca-debes-meter-en-la-freidora-de-aire-pueden-danarla/,2026-07,0.0
/actualidad/10-alimentos-que-nunca-debes-meter-en-la-freidora-de-aire-pueden-danarla/,2026-08,1299.0
/actualidad/10-claves-para-entender-la-cumbre-brics/,2026-01,0.0
/actualidad/10-claves-para-entender-la-cumbre-brics/,2026-02,0.0
/actualidad/10-claves-para-entender-la-cumbre-brics/,2026-03,0.0
/actualidad/10-claves-para-entender-la-cumbre-brics/,2026-05,0.0
/actualidad/10-claves-para-entender-la-cumbre-brics/,2026-08,8.0
/actualidad/163-millones-aston-martin/,2026-01,0.0
/actualidad/163-millones-aston-martin/,2026-02,0.0
/actualidad/163-millones-aston-martin/,2026-03,0.0
/actualidad/163-millones-aston-martin/,2026-04,0.0
/actualidad/163-millones-aston-martin/,2026-06,0.0
/actualidad/20-anos-despues-las-enfermedades-del-9-11-siguen-devastando-a-los-socorristas/,2026-04,0.0
/actualidad/20-anos-despues-las-enfermedades-del-9-11-siguen-devastando-a-los-socorristas/,2026-05,0.0
/actualidad/20-anos-despues-las-enfermedades-del-9-11-siguen-devastando-a-los-socorristas/,2026-06,0.0
/actualidad/20-millones-para-al-horford/,2026-03,0.0
/actualidad/20-millones-para-al-horford/,2026-04,0.0
/actualidad/20-millones-para-al-horford/,2026-05,0.0
/actualidad/20-millones-para-al-horford/,2026-07,0.0
/actualidad/5-cinco-estrenos-en-streaming-para-este-fin-de-semana/,2026-05,0.0
/actualidad/5-cinco-estrenos-en-streaming-para-este-fin-de-semana/,2026-06,0.0
/actualidad/5-cinco-estrenos-en-streaming-para-este-fin-de-semana/,2026-07,0.0
/actualidad/5-consejos-para-optimizar-el-bono-navideno/,2026-06,0.0
/actualidad/5-insights-del-turismo-que-hay-que-tomar-en-cuenta-en-2022/,2026-01,0.0
/actualidad/5-insights-del-turismo-que-hay-que-tomar-en-cuenta-en-2022/,2026-03,0.0
/actualidad/5-insights-del-turismo-que-hay-que-tomar-en-cuenta-en-2022/,2026-04,0.0
/actualidad/5-insights-del-turismo-que-hay-que-tomar-en-cuenta-en-2022/,2026-06,0.0
/actualidad/5-principios-para-manejar-la-informacion-en-la-era-de-la-ia/,2026-03,0.0
/actualidad/5-principios-para-manejar-la-informacion-en-la-era-de-la-ia/,2026-04,0.0
/actualidad/5-principios-para-manejar-la-informacion-en-la-era-de-la-ia/,2026-06,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-01,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-02,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-03,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-04,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-05,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-06,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-07,0.0
/actualidad/8-creadores-de-contenido-linkedin-top-voices-sustentabilidad/,2026-08,135.0
/actualidad/Estamos en Mantenimiento.png,2026-06,0.0
/actualidad/a-cuanto-asciende-la-fortuna-acumulada-en-regalias-por-la-cancion-la-macarena-de-los-del-rio/,2026-08,1221.0
/actualidad/a-que-hora-empieza-la-inauguracion-de-los-juegos-centroamericanos-santo-domingo-2026-y-donde-verla-en-rd/,2026-07,18754.0
/actualidad/a-que-hora-empieza-la-inauguracion-de-los-juegos-centroamericanos-santo-domingo-2026-y-donde-verla-en-rd/,2026-08,19416.0
/actualidad/aba-y-visa-impulsaran-capacidades-y-conocimientos-en-el-sistema-bancario,2026-01,0.0
/actualidad/aba-y-visa-impulsaran-capacidades-y-conocimientos-en-el-sistema-bancario/,2026-01,0.0
/actualidad/aba-y-visa-impulsaran-capacidades-y-conocimientos-en-el-sistema-bancario/,2026-04,0.0
/actualidad/aba-y-visa-impulsaran-capacidades-y-conocimientos-en-el-sistema-bancario/,2026-06,0.0
/actualidad/abinader-agota-turno-12-en-onu-y-pide-facilidades-crediticias/,2026-03,0.0
/actualidad/abinader-agota-turno-12-en-onu-y-pide-facilidades-crediticias/,2026-06,0.0
/actualidad/abinader-biden-casa-blanca,2026-01,0.0
/actualidad/abinader-biden-casa-blanca/,2026-01,0.0
/actualidad/abinader-biden-casa-blanca/,2026-06,0.0
/actualidad/abinader-consejo-seguridad-onu,2026-01,0.0
/actualidad/abinader-consejo-seguridad-onu/,2026-01,0.0
/actualidad/abinader-consejo-seguridad-onu/,2026-03,0.0
/actualidad/abinader-consejo-seguridad-onu/,2026-07,0.0
/actualidad/abinader-elon-musk/,2026-02,0.0
/actualidad/abinader-elon-musk/,2026-04,0.0
/actualidad/abinader-elon-musk/,2026-05,0.0
/actualidad/abinader-elon-musk/,2026-06,0.0
/actualidad/abinader-elon-musk/,2026-08,88.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-03,2354.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-04,0.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-05,0.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-06,0.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-07,0.0
/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,2026-08,105.0
/actualidad/abinader-habla-hoy-ante-la-onu-tras-medidas-historicas-con-la-diaspora/,2026-03,0.0
/actualidad/abinader-habla-hoy-ante-la-onu-tras-medidas-historicas-con-la-diaspora/,2026-06,0.0
/actualidad/abinader-pide-integrar-a-al-en-los-principios-de-libertad-democracia-y-desarrollo-inclusivo/,2026-04,0.0
/actualidad/abinader-pide-integrar-a-al-en-los-principios-de-libertad-democracia-y-desarrollo-inclusivo/,2026-05,0.0
/actualidad/abinader-pide-integrar-a-al-en-los-principios-de-libertad-democracia-y-desarrollo-inclusivo/,2026-06,0.0
/actualidad/abinader-se-reunira-con-el-secretario-general-de-la-onu-haiti-y-la-crisis-humanitaria-en-la-agenda/,2026-06,44.0
/actualidad/abinader-se-reunira-con-el-secretario-general-de-la-onu-haiti-y-la-crisis-humanitaria-en-la-agenda/,2026-07,3.0
/actualidad/abinader-se-reunira-con-el-secretario-general-de-la-onu-haiti-y-la-crisis-humanitaria-en-la-agenda/,2026-08,13.0
/actualidad/accidentes-de-transito-en-rd-dejan-945-muertos-en-2026-las-motocicletas-concentran-mas-de-la-mitad/,2026-06,806.0
/actualidad/accidentes-de-transito-en-rd-dejan-945-muertos-en-2026-las-motocicletas-concentran-mas-de-la-mitad/,2026-07,637.0
/actualidad/accidentes-de-transito-en-rd-dejan-945-muertos-en-2026-las-motocicletas-concentran-mas-de-la-mitad/,2026-08,777.0
/actualidad/acontecimientos-40/,2026-01,0.0
/actualidad/acontecimientos-40/,2026-02,0.0
/actualidad/acontecimientos-40/,2026-03,0.0
/actualidad/acontecimientos-40/,2026-04,0.0
/actualidad/acontecimientos-40/,2026-05,0.0
/actualidad/acontecimientos-40/,2026-06,275.0
/actualidad/acontecimientos-40/,2026-07,0.0
/actualidad/acontecimientos-40/,2026-08,139.0
