ruta,autor,h1_70_170,title_50_65,meta_desc_150_170,meta_desc_no_repite_h1,primer_parrafo_180,h2_estructura,listas_tablas,extension_400,tags_1_5,enlaces_min_2,enlace_parrafo_1_3,ancla_valida,imagen_1200px,imagen_alt
/technology/devices/el-iphone-18-pro-max-tendria-cuatro-camaras-las-novedades-del-proximo-telefono-de-apple/,Elba Reyes,True,False,True,True,True,False,,True,True,True,True,True,True,False
/technology/devices/cuando-sale-el-iphone-18-y-que-cambios-traera-el-nuevo-telefono-de-apple/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,True,False,True,False
/technology/devices/como-sera-el-iphone-18-pro-todo-sobre-las-polemicas-modificaciones-fisicas-que-planea-apple/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/actualidad/resultados-de-leidsa-del-miercoles-1-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,False,True
/money-invest/daily-news/autopista-ambar-santiago-puerto-plata-rd/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/resultados-de-leidsa-del-sabado-18-de-julio-de-2026-en-republica-dominicana/,Elba Reyes,True,False,False,True,True,False,,False,True,True,True,True,False,True
/actualidad/mundial-2026-por-que-piden-repetir-la-final-del-mundial-entre-argentina-y-francia/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/de-quien-son-las-malvinas-realmente-las-claves-para-entender-la-disputa-entre-argentina-y-el-reino-unido/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,False
/empresas/sport-business/quien-ganara-la-copa-del-mundo-2026-asi-marcha-el-power-ranking-de-selecciones-en-los-cuartos-de-final/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/empresas/sport-business/mundial-2026-asi-quedo-el-cuadro-de-los-octavos-de-final-tras-los-ultimos-resultados/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/cuantos-partidos-le-quedan-al-mundial-2026-fechas-horarios-y-el-calendario-oficial-de-la-fase-final/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,True,False
/actualidad/resultados-de-las-loterias-del-29-de-junio-de-2026-en-republica-dominicana-2/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,False,False,True,False,False
/actualidad/resultados-de-leidsa-del-miercoles-22-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,False,True
/actualidad/resultados-de-las-loterias-del-12-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/por-que-los-dias-en-la-tierra-pasaran-a-durar-25-horas-y-a-partir-de-que-fecha-segun-la-ciencia/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/resultados-de-leidsa-del-miercoles-29-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,False,True
/actualidad/resultados-de-las-loterias-del-02-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/empresas/sport-business/el-equipo-ideal-del-mundial-2026-los-jugadores-elegidos-por-la-fifa/,Elba Reyes,False,True,True,True,True,False,,True,True,True,True,False,True,False
/actualidad/resultados-de-las-loterias-del-28-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/quienes-son-los-favoritos-para-ganar-el-balon-de-oro-2026-y-cuales-son-sus-estadisticas/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/empresas/sport-business/mundial-de-futbol-2030-donde-se-jugara-sedes-confirmadas-y-cuando-empieza-el-torneo-centenario/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/abinader-promulga-la-reforma-fiscal-estas-son-las-principales-medidas-de-la-ley-30-26/,Andrea Mercedes,True,True,False,True,True,True,,True,True,True,True,True,True,False
/actualidad/resultados-de-leidsa-del-sabado-11-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,False,False,True,True,False,,False,True,True,True,True,False,True
/turismo/paises-a-los-que-puedes-viajar-sin-visa-desde-republica-dominicana-en-abril-2026/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/monorriel-santo-domingo-cambia-ruta-nuevo-trazado/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/resultados-de-las-loterias-del-07-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/resultados-de-las-loterias-del-09-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/resultados-de-las-loterias-del-15-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/resultados-de-las-loterias-del-05-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/resultados-de-leidsa-del-sabado-27-de-junio-de-2026/,Andrea Mercedes,False,True,False,True,True,False,,False,True,True,True,True,False,True
/money-invest/daily-news/records-espana-campeona-mundial-2026-2/,Edwin Lozada,True,False,False,True,False,False,,True,True,False,False,True,False,False
/actualidad/cierres-viales-por-el-tunel-de-la-plaza-de-la-bandera-rutas-alternas-y-desvios-hoy/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/resultados-de-leidsa-del-miercoles-15-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,False,True
/turismo/las-mejores-playas-de-latinoamerica-2026-por-que-republica-dominicana-lidera-el-ranking-mundial/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/partidos-del-mundial-2026-hoy-martes-7-de-julio-horarios-y-donde-ver-futbol-en-vivo/,Jhojhanni Fiorini,True,False,False,True,True,True,,False,True,True,False,True,True,False
/actualidad/resultados-de-las-loterias-del-06-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/money-invest/daily-news/japon-predijo-el-terremoto-de-venezuela-el-informe-de-hace-20-anos-que-el-gobierno-ignoro/,Andrea Mercedes,True,False,False,True,True,True,,True,True,True,True,True,True,False
/actualidad/resultados-de-las-loterias-del-19-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/money-invest/daily-news/expertos-advierten-gran-terremoto-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,True,,True,True,True,True,False,True,False
/technology/como-saber-si-te-bloquearon-en-whatsapp-las-senales-que-si-lo-confirman/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,True
/technology/devices/en-que-colores-saldra-el-iphone-18-pro-max-las-filtraciones-del-nuevo-celular/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/resultados-de-las-loterias-del-28-de-junio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/hay-escena-post-creditos-en-la-odisea-esto-debes-saber-antes-de-salir-del-cine/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/actualidad/resultados-de-leidsa-del-sabado-25-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,False,False,True,True,False,,False,True,True,True,True,False,True
/money-invest/daily-news/tiembla-el-caribe-lo-que-se-sabe-de-los-temblores-registrados-en-la-zona-sur-de-rd/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/resultados-de-las-loterias-del-13-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/empresas/sport-business/cuanto-dinero-gana-el-campeon-del-mundial-2026-el-millonario-premio-de-la-fifa-bajo-la-lupa/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,False
/technology/como-verificar-en-que-dispositivos-esta-abierta-tu-cuenta-de-whatsapp/,Elba Reyes,False,False,False,True,True,False,,True,True,True,True,True,True,True
/actualidad/resultados-de-leidsa-del-miercoles-8-de-julio-de-2026-en-republica-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,False,True,True,True,True,False,True
/empresas/sport-business/agenda-hoy-juegos-centroamericanos-santo-domingo-2026/,Edwin Lozada,True,True,False,True,True,False,,False,False,True,True,True,True,False
/money-invest/daily-news/renuncia-gianni-infantino-escandalo-fifa-trump-mundial-2026/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/caida-de-altice-hoy-en-republica-dominicana-que-pasa-con-las-llamadas-e-internet/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/empresas/cuando-sale-el-samsung-galaxy-s27-cuanto-costara-y-que-cambios-trae/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,False
/money-invest/daily-news/como-ver-juegos-centroamericanos-santo-domingo-2026-rd/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/calendario-lunar-julio-2026-mejores-dias-para-cortarse-el-cabello-y-depilarse/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,True,True,False
/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-dominicanos-que-compiten-hoy-y-sus-horarios/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/elecciones-presidenciales-en-brasil-2026-quien-va-ganando-entre-lula-y-bolsonaro/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/a-que-hora-empieza-la-inauguracion-de-los-juegos-centroamericanos-santo-domingo-2026-y-donde-verla-en-rd/,Elba Reyes,True,True,False,True,True,True,,True,True,True,True,False,True,False
/empresas/sport-business/cuanto-dinero-gana-una-seleccion-por-clasificar-a-octavos-de-final-del-mundial-2026/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,True
/empresas/sport-business/cuadro-de-octavos-de-final-del-mundial-2026-partidos-cruces-y-fechas-confirmadas/,Elba Reyes,True,True,False,True,True,False,,True,True,True,False,False,True,True
/money-invest/daily-news/el-monorriel-de-santo-domingo-y-el-sistema-de-santiago-lideraran-el-presupuesto-de-2027/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/technology/devices/cuanto-costara-el-iphone-18-pro-max-en-republica-dominicana-filtraciones-de-su-precio-estimado/,Elba Reyes,True,True,True,True,True,False,,True,True,True,True,True,True,True
/technology/devices/filtracion-del-iphone-18-pro-imagenes-revelan-su-aspecto-real-y-nuevo-color/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,True
/money-invest/daily-news/reforma-fiscal-ley-30-26-a-partir-de-que-salario-se-paga-impuesto-y-que-productos-suben-de-precio-en-rd/,Andrea Mercedes,True,False,False,True,True,True,,True,True,True,True,True,True,False
/lifestyle/como-esta-el-sargazo-en-punta-cana-y-el-caribe-dominicano-estado-actual-de-las-costas-en-julio-de-2026/,Andrea Mercedes,True,True,False,True,True,True,,True,True,True,True,True,True,False
/empresas/sport-business/mundial-2026-conoce-los-cruces-confirmados-de-los-octavos-de-final-tras-los-partidos-de-hoy/,Elba Reyes,True,True,False,True,True,True,,True,True,True,True,False,True,False
/money-invest/daily-news/el-adios-definitivo-por-que-di-maria-decidio-no-estar-en-el-mundial-2026/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/technology/devices/es-posible-que-alguien-vea-mis-conversaciones-de-whatsapp/,Elba Reyes,False,False,False,True,True,False,,True,True,True,True,False,True,False
/actualidad/resultados-de-las-loterias-del-14-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,True,False,True,False,False,,False,True,True,True,True,False,False
/actualidad/tension-en-el-mundial-2026-los-detalles-del-incomodo-cruce-entre-shakira-pique-y-clara-chia/,Elba Reyes,True,True,True,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/ciudad-aeropuerto-jorge-chavez-lima-40-millones-pasajeros/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/technology/devices/donde-ver-el-mundial-2026-en-republica-dominicana-gratis/,Elba Reyes,False,True,False,True,True,False,,True,True,True,True,False,True,False
/lifestyle/estos-son-los-paises-a-los-que-los-dominicanos-pueden-viajar-sin-visa-en-2026/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,True
/technology/devices/el-iphone-18-pro-sera-mas-grueso-las-filtraciones-revelan-las-medidas-exactas-y-el-nuevo-tamano-de-su-bateria/,Jhojhanni Fiorini,True,True,False,True,True,True,,True,True,True,True,True,True,False
/technology/devices/me-han-bloqueado-en-whatsapp-el-truco-definitivo-para-confirmarlo-en-2026/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/resultados-de-las-loterias-del-30-de-julio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,True,False,True,False,False,,False,True,True,True,True,False,False
/technology/devices/se-filtra-el-iphone-18-pro-un-cuarto-color-sorpresa-llegara-al-nuevo-buque-insignia-de-apple/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,True,False,True,False
/money-invest/daily-news/rescate-de-nino-de-3-anos-en-el-terremoto-de-venezuela-sobrevivio-140-horas-bajo-escombros/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/lifestyle/quienes-serian-los-artistas-del-festival-presidente-2026-en-diciembre-en-santo-domingo/,Andrea Mercedes,True,False,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/que-debes-saber-sobre-el-cambio-de-la-cedula-en-republica-dominicana/,Elba Reyes,False,False,False,True,True,False,,True,True,True,True,True,True,False
/empresas/sport-business/mundial-2026-cruces-de-semifinales-equipos-clasificados-y-fechas-de-los-partidos/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/technology/devices/modo-infiel-en-whatsapp-como-funciona-el-codigo-secreto-para-esconder-conversaciones/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/money-invest/daily-news/que-documentos-necesitas-para-la-nueva-cedula-en-rd-pasos-y-requisitos/,Elba Reyes,True,False,False,True,True,True,,False,True,True,True,False,True,False
/technology/que-significa-centro-de-llegada-en-temu-y-por-que-tu-pedido-se-queda-ahi/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,True,True,True
/technology/devices/merecera-la-pena-comprar-el-iphone-18-dos-funciones-clave-de-ia-se-quedan-fuera/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,True,True,True
/technology/devices/lista-oficial-de-samsung-los-25-galaxy-que-actualizaran-a-one-ui-9-y-android-17/,Elba Reyes,True,True,False,True,False,True,,True,True,True,True,False,True,True
/market-brief/finanzas/estas-son-las-tarjetas-de-credito-mas-exclusivas-del-mundo/,Rodrigo Muñoz,False,True,False,True,True,False,,True,False,True,False,False,False,False
/money-invest/daily-news/ley-residuos-solidos-rd-ley-36-26-cambios-contribuciones/,Andrea Mercedes,True,False,False,True,True,False,,True,True,True,True,True,True,False
/empresas/sport-business/tabla-de-goleadores-del-mundial-2026-quien-lidera-la-bota-de-oro/,Elba Reyes,False,True,False,True,True,True,,True,True,True,True,True,True,True
/money-invest/daily-news/como-cambia-la-ley-de-la-policia-nacional-en-rd-los-nuevos-limites-de-las-requisas-y-los-rangos-modificados/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/internacional-economia/ranking-de-divisas-2026-las-monedas-mas-fuertes-y-debiles-de-america-latina/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,False
/money-invest/daily-news/paises-mas-endeudados-con-el-fmi-en-latinoamerica-2026-asi-quedo-el-ranking/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,False
/empresas/las-marcas-de-lujo-mas-valiosas-en-2024/,Rodrigo Muñoz,False,False,False,True,True,False,,True,True,True,True,True,True,True
/money-invest/daily-news/se-dejara-de-pagar-con-tarjeta-en-las-gasolineras-anadegas-anuncia-protesta-por-altas-comisiones-bancarias/,Andrea Mercedes,True,True,False,True,True,True,,True,True,True,True,True,True,False
/money-invest/daily-news/quien-es-ruben-vargas-el-futbolista-de-origen-dominicano-que-clasifico-a-suiza-en-el-mundial-2026/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/empresas/sport-business/noruega-vs-inglaterra-mundial-2026-una-tardo-28-anos-en-volver-la-otra-lleva-60-intentando-ser-campeona-de-nuevo/,Ana Sosa,True,False,False,True,True,False,,True,False,True,False,True,True,False
/money-invest/daily-news/cuanto-gano-espana-mundial-2026/,Edwin Lozada,False,False,False,True,True,False,,True,True,False,False,False,True,True
/money-invest/daily-news/uber-compra-pedidosya-delivery-america-latina/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/juegos-centroamericanos-santo-domingo-2026-guia-calendario-boletos-sedes/,Andrea Mercedes,True,True,False,True,False,False,,True,True,True,True,True,True,False
/technology/devices/precios-del-galaxy-z-fold-8-y-z-flip-8-la-filtracion-que-confirma-un-fuerte-aumento/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,False,False,True,False
/actualidad/resultados-de-las-loterias-del-17-de-junio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/money-invest/internacional-economia/ranking-de-los-paises-mas-corruptos-de-latinoamerica-en-2026/,Jhojhanni Fiorini,False,True,False,True,True,False,,True,True,True,True,False,True,False
/technology/devices/como-saber-si-leyeron-mi-mensaje-sin-el-doble-check-azul-trucos-de-whatsapp-2026/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/monorriel-de-santo-domingo-cuando-comenzaran-las-obras-y-como-sera-la-primera-etapa/,Andrea Mercedes,True,False,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/cambios-nuevo-codigo-penal-republica-dominicana-2026/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/escudo-nacional-nueva-cedula-dominicana/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/mercado-women/leadership/rita-abinader-mision-humanitaria/,Karime Rivas,True,True,False,True,True,True,,True,True,True,False,True,False,False
/actualidad/resultados-de-leidsa-del-miercoles-24-de-junio-de-2026/,Andrea Mercedes,False,True,False,True,True,False,,False,True,True,True,True,False,True
/money-invest/los-paises-mas-ricos-de-latinoamerica-por-pib-per-capita-en-2026/,Jhojhanni Fiorini,False,True,False,True,True,True,,True,True,True,True,True,True,False
/technology/devices/filtraciones-del-iphone-18-en-internet-los-cambios-secretos-que-causan-la-molestia-de-apple/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,False,True,True,True,True,True
/technology/iphone-17-vs-iphone-18-pro-max-que-cambia-y-si-vale-la-pena-esperar/,Jhojhanni Fiorini,False,False,False,True,False,False,,True,True,True,False,False,True,False
/money-invest/daily-news/tunel-luperon-cambios-transito-santo-domingo/,Andrea Mercedes,True,True,False,True,True,True,,True,True,True,True,True,True,False
/actualidad/resultados-de-la-loteria-nacional-del-lunes-27-de-abril-de-2026/,Jhojhanni Fiorini,False,True,False,True,False,False,,True,True,True,False,True,False,False
/actualidad/resultados-de-las-loterias-del-15-de-junio-de-2026-en-republica-dominicana/,Jhojhanni Fiorini,True,False,False,True,False,False,,False,True,True,True,True,False,False
/money-invest/daily-news/link-oficial-para-consultar-el-bono-madre-2026-verifica-con-tu-cedula-si-eres-beneficiaria/,Elba Reyes,True,False,False,True,True,True,,True,True,True,True,True,True,False
/money-invest/daily-news/como-renovar-la-licencia-de-conducir-en-rd-pasos-citas-oficinas-y-cuanto-tarda-el-proceso/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/nasa-terremoto-venezuela-superficie-terrestre-nisar/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/daily-news/libro-predijo-espana-campeona-mundial-2026/,Edwin Lozada,True,True,False,True,True,False,,True,True,False,False,True,False,False
/money-invest/daily-news/cierres-de-calles-por-santo-domingo-2026-guia-para-evitar-el-transito-en-el-centro-olimpico/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/technology/devices/iphone-18-la-estrategia-poco-habitual-que-evaluaria-apple-para-sus-proximos-celulares/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/mhoni-vidente-lanza-su-prediccion-para-el-espana-vs-argentina-en-la-final-del-mundial-2026/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/empresas/sport-business/la-final-del-mundial-2026-ya-esta-definida-espana-vs-argentina-cuando-y-donde-verla-en-rd/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/actualidad/ni-trampas-ni-veneno-este-es-el-truco-natural-para-ahuyenta-las-ratas-de-su-casa/,Elba Reyes,True,False,False,True,False,False,,False,True,True,True,False,True,False
/technology/como-volver-a-ver-fotos-de-un-solo-uso-en-whatsapp-con-este-truco-oculto/,Elba Reyes,True,False,False,True,True,False,,False,True,True,True,True,True,True
/empresas/sport-business/incentivos-atletas-juegos-centroamericanos-2026-rd/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,False,True,True
/empresas/sport-business/argentina-vs-inglaterra-mundial-2026-historia-rivalidad/,Miguel Vega,True,True,False,True,False,False,,False,True,False,False,False,True,True
/technology/devices/iphone-18-pro-razones-clave-para-cambiar-tu-iphone-viejo-y-dar-el-salto-generacional/,Jhojhanni Fiorini,True,False,False,True,True,True,,True,True,True,True,True,True,False
/empresas/sport-business/quienes-son-los-atletas-dominicanos-que-ganaron-medalla-de-oro-en-los-juegos-centroamericanos-2026/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/empresas/sport-business/cuantos-goles-le-faltan-a-messi-para-ser-el-maximo-goleador-de-la-historia-del-mundial-el-record-de-klose/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,False
/money-invest/daily-news/juegos-centroamericanos-caribe-santo-domingo-2026-fechas-calendario/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/actualidad/partidos-del-mundial-2026-hoy-viernes-3-de-julio-horarios-en-rd-donde-ver-futbol-en-vivo/,Jhojhanni Fiorini,True,False,False,True,True,True,,False,True,True,False,True,True,False
/actualidad/los-mejores-restaurantes-rd/,revistamercado,False,False,False,True,True,False,,True,True,True,False,True,True,False
/technology/devices/por-que-apple-recortara-costes-en-la-pantalla-del-iphone-18-pro-y-como-afectara-su-precio-final/,Jhojhanni Fiorini,True,True,False,True,True,True,,True,True,True,False,False,True,False
/empresas/ranking-global-los-20-paises-con-los-impuestos-mas-altos-del-mundo/,Agatha Thomas,False,True,False,True,True,False,,True,False,True,False,False,False,True
/empresas/la-edicion-que-celebra-a-los-lideres-de-la-innovacion-y-el-emprendimiento/,Darling Gil,True,False,False,True,True,False,,True,True,True,False,True,True,False
/empresas/sport-business/show-apertura-juegos-centroamericanos-santo-domingo-2026-produccion/,Andrea Mercedes,True,False,False,True,True,True,,True,True,True,True,False,True,False
/empresas/sport-business/cuantas-medallas-gano-republica-dominicana-en-la-quinta-jornada-de-santo-domingo-2026/,Elba Reyes,True,False,False,True,True,False,,True,True,True,True,False,True,False
/business/precio-del-petroleo-por-que-el-mercado-vuelve-a-temer-una-nueva-crisis-energetica/,Ana Sosa,True,False,False,True,True,False,,False,True,False,False,False,True,False
/empresas/sport-business/republica-dominicana-1000-medallas-juegos-centroamericanos-2026/,Edwin Lozada,True,True,False,True,True,False,,True,False,True,True,True,True,False
/money-invest/daily-news/cuantas-victimas-dejo-el-sismo-de-venezuela-balance-y-mapa-de-las-zonas-mas-afectadas-por-la-tragedia/,Andrea Mercedes,True,True,False,True,True,False,,True,True,True,True,True,True,False
/money-invest/ranking-estos-son-los-paises-con-la-peor-calidad-de-vida-en-2026/,Jhojhanni Fiorini,False,True,False,True,True,True,,True,True,True,False,False,True,False
/money-invest/internacional-economia/las-10-ciudades-mas-seguras-de-latinoamerica-segun-el-ranking-de-seguridad/,Jhojhanni Fiorini,True,False,False,True,True,False,,True,True,True,False,False,True,False
/actualidad/votaciones-del-juego-de-estrellas-mlb-2026-que-dominicanos-seran-titulares/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,False
/empresas/sport-business/como-es-el-balon-de-la-final-del-mundial-2026-asi-es-el-trionda-final-y-la-tecnologia-que-esconde/,Elba Reyes,True,True,False,True,True,False,,True,True,True,True,False,True,True
