autor,mes,ruta,pct_cumplimiento
Darling Gil,01,/actualidad/mercado-media-network-presenta-la-tercera-edicion-del-rd-country-report-2025-2026-en-fitur-2026/,46.2
Darling Gil,01,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,02,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,02,/market-brief/los-5-directores-financieros-mejor-pagados-del-mundo-en-2025/,38.5
Darling Gil,02,/empresas/9-3-millones-de-estadounidenses-trabajan-en-varios-empleos-para-llegar-a-fin-de-mes/,53.8
Darling Gil,02,/cover-story/celso-juan-marranzini-abanderado-de-la-sostenibilidad/,23.1
Darling Gil,02,/money-invest/venezuela-posee-una-quinta-parte-del-petroleo-mundial-en-2025/,30.8
Darling Gil,02,/actualidad/mercado-media-network-presenta-la-tercera-edicion-del-rd-country-report-2025-2026-en-fitur-2026/,46.2
Darling Gil,03,/money-invest/republica-dominicana/in-memoriam-hector-rizek-llabaly/,23.1
Darling Gil,03,/cover-story/transformacion-inapa-wellington-arnaud/,30.8
Darling Gil,03,/market-brief/los-5-directores-financieros-mejor-pagados-del-mundo-en-2025/,38.5
Darling Gil,03,/lifestyle/eric-trump-criptomonedas-fortuna/,38.5
Darling Gil,03,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,03,/money-invest/venezuela-posee-una-quinta-parte-del-petroleo-mundial-en-2025/,30.8
Darling Gil,03,/cover-story/celso-juan-marranzini-abanderado-de-la-sostenibilidad/,23.1
Darling Gil,03,/actualidad/mercado-media-network-presenta-la-tercera-edicion-del-rd-country-report-2025-2026-en-fitur-2026/,46.2
Darling Gil,03,/empresas/9-3-millones-de-estadounidenses-trabajan-en-varios-empleos-para-llegar-a-fin-de-mes/,53.8
Darling Gil,04,/lifestyle/el-renacer-del-day-date-40/,38.5
Darling Gil,04,/mercado/conoce-a-los-lideres-que-marcan-la-diferencia-100-ceo-mas-destacados-de-republica-dominicana/,53.8
Darling Gil,04,/money-invest/renovada-relevancia-global-gracias-a-los-rare-earths/,46.2
Darling Gil,04,/empresas/brand-content/proteccion-social-mas-amplia-inclusiva-y-sostenible-adafp/,23.1
Darling Gil,04,/regular/revista-mercado-regular-abril-2026/,46.2
Darling Gil,04,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,04,/market-brief/los-5-directores-financieros-mejor-pagados-del-mundo-en-2025/,38.5
Darling Gil,04,/money-invest/republica-dominicana/in-memoriam-hector-rizek-llabaly/,23.1
Darling Gil,04,/cover-story/celso-juan-marranzini-abanderado-de-la-sostenibilidad/,23.1
Darling Gil,04,/lifestyle/eric-trump-criptomonedas-fortuna/,38.5
Darling Gil,05,/empresas/brand-content/valerie-grullon-lidera-nueva-etapa-en-ccd/,15.4
Darling Gil,05,/vida-en-la-cima/punta-cana-entra-en-la-era-nadal/,38.5
Darling Gil,05,/cover-story/just-did-it-again-entrevista-exclusiva-con-juan-carlos-pais/,30.8
Darling Gil,05,/empresas/brand-content/rumble-cloud-acelera-hub-tecnologico/,15.4
Darling Gil,05,/mercado/conoce-a-los-lideres-que-marcan-la-diferencia-100-ceo-mas-destacados-de-republica-dominicana/,53.8
Darling Gil,05,/regular/revista-mercado-regular-abril-2026/,46.2
Darling Gil,05,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,05,/money-invest/venezuela-posee-una-quinta-parte-del-petroleo-mundial-en-2025/,30.8
Darling Gil,05,/market-brief/los-5-directores-financieros-mejor-pagados-del-mundo-en-2025/,38.5
Darling Gil,06,/mercado/conoce-a-los-lideres-que-marcan-la-diferencia-100-ceo-mas-destacados-de-republica-dominicana/,53.8
Darling Gil,06,/empresas/brand-content/valerie-grullon-lidera-nueva-etapa-en-ccd/,15.4
Darling Gil,06,/cover-story/just-did-it-again-entrevista-exclusiva-con-juan-carlos-pais/,30.8
Darling Gil,06,/lifestyle/dave-busters-llega-a-republica-dominicana-con-su-primera-sede-en-santo-domingo/,38.5
Darling Gil,06,/empresas/brand-content/rumble-cloud-acelera-hub-tecnologico/,15.4
Edwin Lozada,02,/nacional/🔴-sigue-en-vivo-el-desfile-militar-del-27-de-febrero-en-el-malecon-de-santo-domingo/,61.5
Edwin Lozada,02,/money-invest/happening-now/muere-eric-dane-actor-mark-sloan-greys-anatomy/,38.5
Edwin Lozada,02,/nacional/cierran-george-washington-desfile-militar-27-febrero-rutas-alternas/,53.8
Edwin Lozada,02,/money-invest/happening-now/apagon-rd-falla-derribo-65-por-ciento-generacion-electrica/,53.8
Edwin Lozada,02,/money-invest/happening-now/muere-willie-colon-icono-de-la-salsa-a-los-75-anos/,53.8
Edwin Lozada,02,/nacional/meta-rd-2036-anuncios-tecnologia-empleo-inversion-rendicion-cuentas-abinader-2026/,61.5
Edwin Lozada,02,/money-invest/en-vivo-abinader-rinde-cuentas-asamblea-nacional-presenta-meta-rd-2036/,61.5
Edwin Lozada,02,/money-invest/internacional-economia/por-que-iran-es-dificil-de-invadir-impacto-economia-global-ormuz/,53.8
Edwin Lozada,02,/empresas/grupo-popular-confirma-cambios-cupula-manuel-grullon-hernandez-asumira-julio-2026/,69.2
Edwin Lozada,03,/nacional/🔴-sigue-en-vivo-el-desfile-militar-del-27-de-febrero-en-el-malecon-de-santo-domingo/,61.5
Edwin Lozada,03,/lifestyle/ganadores-del-oscar-2026/,69.2
Edwin Lozada,03,/empresas/sport-business/republica-dominicana-vs-estados-unidos-clasico-mundial-2026/,61.5
Edwin Lozada,03,/nacional/cierran-george-washington-desfile-militar-27-febrero-rutas-alternas/,53.8
Edwin Lozada,03,/money-invest/internacional-economia/por-que-iran-es-dificil-de-invadir-impacto-economia-global-ormuz/,53.8
Edwin Lozada,03,/empresas/sport-business/republica-dominicana-semifinales-clasico-mundial-beisbol-2026/,76.9
Edwin Lozada,03,/empresas/grupo-popular-confirma-cambios-cupula-manuel-grullon-hernandez-asumira-julio-2026/,69.2
Edwin Lozada,03,/nacional/meta-rd-2036-anuncios-tecnologia-empleo-inversion-rendicion-cuentas-abinader-2026/,61.5
Edwin Lozada,03,/money-invest/en-vivo-abinader-rinde-cuentas-asamblea-nacional-presenta-meta-rd-2036/,61.5
Edwin Lozada,03,/money-invest/happening-now/muere-eric-dane-actor-mark-sloan-greys-anatomy/,38.5
Edwin Lozada,04,/lifestyle/que-no-hacer-en-semana-santa/,53.8
Edwin Lozada,04,/money-invest/daily-news/nasa-en-vivo-artemis-ii-regreso-tierra-hoy-rd/,61.5
Edwin Lozada,04,/money-invest/daily-news/trump-evacuado-tiroteo-cena-corresponsales-washington/,61.5
Edwin Lozada,04,/money-invest/daily-news/nasa-en-vivo-regreso-artemis-ii-tierra/,69.2
Edwin Lozada,04,/money-invest/internacional-economia/por-que-iran-es-dificil-de-invadir-impacto-economia-global-ormuz/,53.8
Edwin Lozada,04,/empresas/grupo-popular-confirma-cambios-cupula-manuel-grullon-hernandez-asumira-julio-2026/,69.2
Edwin Lozada,04,/nacional/🔴-sigue-en-vivo-el-desfile-militar-del-27-de-febrero-en-el-malecon-de-santo-domingo/,61.5
Edwin Lozada,04,/lifestyle/ganadores-del-oscar-2026/,69.2
Edwin Lozada,04,/empresas/sport-business/republica-dominicana-vs-estados-unidos-clasico-mundial-2026/,61.5
Edwin Lozada,04,/money-invest/en-vivo-abinader-rinde-cuentas-asamblea-nacional-presenta-meta-rd-2036/,61.5
Edwin Lozada,05,/money-invest/daily-news/elecciones-quien-va-ganando-elecciones-colombia-2026-en-vivo/,53.8
Edwin Lozada,05,/empresas/grupo-popular-confirma-cambios-cupula-manuel-grullon-hernandez-asumira-julio-2026/,69.2
Edwin Lozada,05,/nacional/🔴-sigue-en-vivo-el-desfile-militar-del-27-de-febrero-en-el-malecon-de-santo-domingo/,61.5
Edwin Lozada,05,/money-invest/daily-news/trump-evacuado-tiroteo-cena-corresponsales-washington/,61.5
Edwin Lozada,05,/money-invest/daily-news/nasa-en-vivo-artemis-ii-regreso-tierra-hoy-rd/,61.5
Edwin Lozada,05,/empresas/sport-business/republica-dominicana-vs-estados-unidos-clasico-mundial-2026/,61.5
Edwin Lozada,05,/lifestyle/ganadores-del-oscar-2026/,69.2
Edwin Lozada,05,/money-invest/daily-news/nasa-en-vivo-regreso-artemis-ii-tierra/,69.2
Edwin Lozada,05,/money-invest/internacional-economia/por-que-iran-es-dificil-de-invadir-impacto-economia-global-ormuz/,53.8
Edwin Lozada,05,/nacional/meta-rd-2036-anuncios-tecnologia-empleo-inversion-rendicion-cuentas-abinader-2026/,61.5
Edwin Lozada,06,/money-invest/daily-news/🔴-en-vivo-quien-va-ganando-las-elecciones-en-peru-2026/,69.2
Edwin Lozada,06,/money-invest/daily-news/fuerte-temblor-venezuela-caracas-hoy-24-de-junio/,61.5
Edwin Lozada,06,/empresas/sport-business/inauguracion-mundial-2026-en-vivo-hora-canales-republica-dominicana/,76.9
Edwin Lozada,06,/money-invest/daily-news/abelardo-de-la-espriella-gana-elecciones-colombia-2026/,53.8
Edwin Lozada,06,/money-invest/daily-news/keiko-fujimori-lidera-escrutinio-peru-2026/,61.5
Edwin Lozada,06,/money-invest/daily-news/peru-2026-roberto-sanchez-ventaja-peru-2026-keiko-fujimori/,61.5
Edwin Lozada,06,/actualidad/portugal-rd-congo-hora-republica-dominicana-donde-ver-mundial-2026/,53.8
Edwin Lozada,06,/money-invest/daily-news/roberto-sanchez-ventaja-peru-2026-keiko-fujimori/,61.5
Elba Reyes,01,/mercado-women/carolina-herrera-87-anos-y-un-legado-que-trasciende-la-moda/,30.8
Elba Reyes,01,/money-invest/asi-esta-el-dolar-en-rd-este-martes-27-de-enero-de-2026/,61.5
Elba Reyes,01,/technology/estos-son-los-celulares-en-los-que-whatsapp-dejara-de-funcionar-en-enero-de-2026/,76.9
Elba Reyes,01,/money-invest/republica-dominicana/rd-presenta-nuevo-pasaporte-electronico-con-chip-biometrico/,53.8
Elba Reyes,01,/mercado-women/las-10-mujeres-mas-ricas-del-mundo-al-cierre-de-2025/,69.2
Elba Reyes,01,/lifestyle/las-cuatro-librerias-mas-fascinantes-del-mundo-que-todo-lector-debe-conocer/,38.5
Elba Reyes,01,/money-invest/que-es-el-foro-de-davos-2026-y-por-que-concentra-a-los-lideres-mas-influyentes-del-mundo/,69.2
Elba Reyes,01,/money-invest/internacional-economia/5-conflictos-que-marcaran-2026-y-tensiones-globales/,53.8
Elba Reyes,02,/money-invest/happening-now/por-que-bad-bunny-no-menciono-a-belice-en-el-cierre-de-su-halftime-show/,61.5
Elba Reyes,02,/mercado-women/las-7-vitaminas-clave-que-las-mujeres-necesitan-a-partir-de-los-40-segun-expertos-en-nutricion/,76.9
Elba Reyes,02,/empresas/cuanto-le-pagaron-a-bad-bunny-por-el-super-bowl-2026-esto-fue-lo-que-gano/,61.5
Elba Reyes,02,/turismo/las-provincias-que-reciben-mas-turistas-en-republica-dominicana-y-por-que/,61.5
Elba Reyes,02,/lifestyle/relojes/los-10-rolex-mas-caros-de-todos-los-tiempos-segun-subastas-con-precios/,76.9
Elba Reyes,03,/empresas/sport-business/rd-vs-detroit-cuando-juegan-donde-verlo-y-a-que-hora-seran-los-partidos-previo-al-clasico-mundial-de-beisbol-2026/,61.5
Elba Reyes,03,/empresas/sport-business/resultados-del-clasico-mundial-de-beisbol-2026-hoy-10-de-marzo-juegos-marcadores-y-calendario/,69.2
Elba Reyes,03,/empresas/sport-business/clasico-mundial-de-beisbol-2026-dominicana-vs-venezuela-cuando-y-donde-verlo-en-rd/,69.2
Elba Reyes,03,/lifestyle/los-8-mejores-hoteles-en-punta-cana-segun-tripadvisor-en-2026/,76.9
Elba Reyes,03,/money-invest/precio-del-dolar-hoy-en-republica-dominicana-este-lunes-2-de-marzo-del-2026/,53.8
Elba Reyes,03,/empresas/sport-business/clasico-mundial-de-beisbol-2026-republica-dominicana-vs-corea-del-sur-cuando-y-donde-verlo-en-rd/,61.5
Elba Reyes,03,/actualidad/resultados-de-la-loteria-nacional-del-lunes-23-de-marzo-de-2026/,46.2
Elba Reyes,03,/technology/spielberg-arrasa-en-netflix-su-nueva-miniserie-supera-10-millones-antes-de-estrenarse/,69.2
Elba Reyes,03,/empresas/sport-business/clasico-mundial-de-beisbol-2026-cuando-donde-verlo-en-rd-y-a-que-hora-juega-republica-dominicana-vs-nicaragua/,61.5
Elba Reyes,03,/empresas/sport-business/clasico-mundial-de-beisbol-2026-juegos-de-hoy-resultados-y-posiciones/,69.2
Elba Reyes,03,/medihealth/salud/sintomas-del-colesterol-alto-segun-mayo-clinic-la-senal-que-muchos-no-notan/,69.2
Elba Reyes,04,/money-invest/precio-del-dolar-hoy-en-la-republica-dominicana-este-miercoles-22-de-abril-de-2026/,69.2
Elba Reyes,04,/technology/ciencia-y-espacio/el-eclipse-solar-historico-que-no-se-repetira-en-157-anos-ya-tiene-fecha-cuando-y-donde-verlo/,69.2
Elba Reyes,04,/money-invest/precio-del-dolar-hoy-en-republica-dominicana-este-jueves-23-de-abril-del-2026/,69.2
Elba Reyes,04,/money-invest/precio-del-dolar-hoy-en-la-republica-dominicana-este-lunes-27-de-abril-del-2026/,69.2
Elba Reyes,04,/technology/whatsapp-dejara-de-funcionar-en-estos-celulares-desde-el-1-mayo-de-2026/,76.9
Elba Reyes,05,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-la-republica-dominicana-este-martes-12-de-mayo-del-2026/,76.9
Elba Reyes,05,/money-invest/daily-news/bono-madre-2026-en-republica-dominicana-requisitos-y-quienes-seran-beneficiadas/,76.9
Elba Reyes,05,/nacional/bono-madre-2026-en-republica-dominicana-requisitos-y-quienes-seran-beneficiadas/,76.9
Elba Reyes,05,/actualidad/elly-de-la-cruz-hace-historia-primer-dominicano-con-10-jonrones-en-la-temporada/,61.5
Elba Reyes,05,/money-invest/precio-del-dolar-hoy-en-la-republica-dominicana-este-martes-5-de-mayo-del-2026/,69.2
Elba Reyes,06,/empresas/sport-business/como-quedarian-los-cruces-de-16vos-del-mundial-2026-tras-la-primera-jornada/,69.2
Elba Reyes,06,/technology/devices/iphone-18-pro-tendra-un-diseno-radicalmente-diferente-al-17-pro-segun-filtraciones/,69.2
Gabriel Rico Albarrán,01,/actualidad/aumento-salario-minimo-rd-sector-privado-no-sectorizado/,61.5
Gabriel Rico Albarrán,01,/mercado-interview/frank-rainieri-sector-privado-latinoamericano-ceapi/,61.5
Gabriel Rico Albarrán,01,/medihealth/clinofilia-el-trastorno-detras-del-no-querer-levantarse-de-la-cama/,53.8
Gabriel Rico Albarrán,01,/empresas/estas-son-las-10-empresas-reconocidas-por-su-inversion-extranjera-directa-en-rd/,53.8
Gabriel Rico Albarrán,01,/empresas/los-poderosos-ceos-de-la-india-que-dirigen-grandes-companias/,38.5
Gabriel Rico Albarrán,02,/actualidad/que-es-el-estado-de-la-union-y-que-podemos-esperar-del-mensaje-de-donald-trump/,69.2
Gabriel Rico Albarrán,02,/actualidad/fin-de-la-encuesta-gallup-por-que-deja-de-medir-la-aprobacion-presidencial-en-estados-unidos/,69.2
Gabriel Rico Albarrán,02,/mercado-exchange/empresas-mas-admiradas-region-norte-claves-para-el-crecimiento-y-el-liderazgo-empresarial/,76.9
Gabriel Rico Albarrán,02,/empresas/disrupcion-ia-provoca-desbandada-en-las-acciones-tecnologicas/,69.2
Gabriel Rico Albarrán,02,/mercado-exchange/business-forum-dominicana-sostenible-2026-el-encuentro-donde-se-define-el-futuro-empresarial-del-pais/,69.2
Gabriel Rico Albarrán,02,/actualidad/aumento-salario-minimo-rd-sector-privado-no-sectorizado/,61.5
Gabriel Rico Albarrán,02,/mercado-exchange/business-forum-dominicana-sostenible-2026/,46.2
Gabriel Rico Albarrán,02,/mercado-exchange/construction-real-estate-summit-desafios-que-movilizan-la-construccion-inmobiliaria-en-el-este/,61.5
Gabriel Rico Albarrán,02,/money-invest/sectores-economicos-que-aportan-mas-al-pib-de-republica-dominicana/,38.5
Gabriel Rico Albarrán,03,/actualidad/cumbre-escudo-de-las-americas-de-trump-cita-a-11-presidentes-latinoamericanos/,61.5
Gabriel Rico Albarrán,03,/empresas/frank-rainieri-y-haydee-kuret-galardonados-con-el-premio-sophia-a-la-excelencia/,61.5
Gabriel Rico Albarrán,03,/mercado-exchange/mercado-power-women-summit-2026-en-vivo/,61.5
Gabriel Rico Albarrán,03,/empresas/que-hay-detras-de-la-compra-de-aes-por-us33400-millones-y-el-papel-de-la-gestora-de-activos-blackrock/,69.2
Gabriel Rico Albarrán,03,/mercado-exchange/mercado-power-women-summit-2026-punto-de-encuentro-clave-para-liderazgo-femenino/,61.5
Gabriel Rico Albarrán,03,/mercado-exchange/mercado-power-women-summit-espacio-estrategico-para-el-liderazgo-y-la-participacion-femenina/,69.2
Gabriel Rico Albarrán,03,/mercado-exchange/lecciones-de-liderazgo-que-dejo-el-mercado-power-women-smmit/,61.5
Gabriel Rico Albarrán,03,/actualidad/claude-de-anthropic-le-dice-que-no-al-pentagono-y-rompe-su-relacion-con-ee-uu/,76.9
